Location,Gender,Smoking Behavior,Smoking Percentage,Age,Smoking Duration,Cigarettes per day,Previous Quit Attempts,Craving Level,Stress Level,Physical Activity,Support System,Nicotine Dependence Score,Reason for Start Smoking,Quit Success
North Carolina,Overall,Cigarette Use (Youth),8.9,57,12,7,8,Low,Low,Active,None,4,Stress Relief,No
South Dakota,Overall,Cigarette Use (Youth),2.0,45,5,9,7,High,High,Moderate,None,4,Curiosity,No
National (States and DC),Overall,Cessation (Youth),55.1,54,7,1,3,Low,Low,Moderate,Professional Help,3,Stress Relief,Yes
North Carolina,Male,Smokeless Tobacco Use (Youth),10.4,58,22,36,5,Low,Medium,Sedentary,Family & Friends,2,Peer Pressure,Yes
Ohio,Overall,Smokeless Tobacco Use (Youth),4.6,18,27,34,6,Medium,Medium,Sedentary,Professional Help,8,Stress Relief,No
Ohio,Overall,Cigarette Use (Youth),2.8,58,15,34,0,Low,Medium,Sedentary,Professional Help,3,Curiosity,Yes
Mississippi,Female,Smokeless Tobacco Use (Youth),9.1,27,39,17,0,Medium,Low,Moderate,Family & Friends,8,Peer Pressure,No
Ohio,Overall,Cessation (Youth),52.3,21,35,32,3,Medium,High,Sedentary,None,6,Stress Relief,No
Mississippi,Male,Cigarette Use (Youth),32.7,52,26,2,2,Low,High,Sedentary,Professional Help,8,Curiosity,No
Ohio,Overall,Cigarette Use (Youth),8.4,27,23,36,9,Low,Low,Moderate,Family & Friends,1,Media Influence,Yes
Ohio,Female,Cigarette Use (Youth),0.6,28,13,25,3,High,Medium,Active,None,1,Stress Relief,No
North Carolina,Male,Smokeless Tobacco Use (Youth),20.7,31,26,26,8,High,High,Sedentary,Family & Friends,7,Media Influence,No
Mississippi,Overall,Smokeless Tobacco Use (Youth),8.4,55,3,26,1,Low,Low,Active,Family & Friends,8,Family Influence,No
Georgia,Female,Cessation (Youth),54.7,29,29,21,3,Medium,High,Sedentary,Family & Friends,1,Media Influence,Yes
North Carolina,Female,Cigarette Use (Youth),0.4,34,2,18,6,Medium,Medium,Sedentary,None,5,Media Influence,No
Ohio,Overall,Cessation (Youth),65.2,33,28,29,1,High,Medium,Sedentary,None,5,Family Influence,No
North Carolina,Male,Cigarette Use (Youth),2.8,52,23,24,7,Medium,High,Moderate,None,6,Peer Pressure,No
Mississippi,Male,Cigarette Use (Youth),1.8,19,36,28,9,High,Low,Moderate,Professional Help,4,Family Influence,Yes
Mississippi,Overall,Cigarette Use (Youth),7.2,28,6,12,3,Medium,Low,Sedentary,Professional Help,2,Media Influence,Yes
Mississippi,Male,Cigarette Use (Youth),8.2,58,11,11,8,Low,High,Sedentary,None,9,Peer Pressure,No
Georgia,Female,Smokeless Tobacco Use (Youth),5.8,20,38,27,0,Low,Medium,Moderate,Professional Help,2,Stress Relief,Yes
National (States and DC),Overall,Cessation (Youth),61.1,46,34,23,6,Medium,Low,Moderate,Family & Friends,5,Curiosity,No
North Carolina,Female,Cigarette Use (Youth),7.8,35,17,33,0,High,High,Active,Family & Friends,0,Peer Pressure,Yes
Ohio,Male,Smokeless Tobacco Use (Youth),8.0,37,3,16,9,Low,High,Moderate,Family & Friends,7,Media Influence,No
Ohio,Female,Smokeless Tobacco Use (Youth),0.4,31,34,28,8,High,Medium,Sedentary,Professional Help,6,Stress Relief,No
Mississippi,Female,Smokeless Tobacco Use (Youth),1.5,51,22,28,9,Low,Medium,Moderate,None,6,Peer Pressure,No
South Dakota,Male,Cigarette Use (Youth),8.6,48,29,38,9,Medium,Low,Active,Professional Help,5,Curiosity,No
North Carolina,Female,Cigarette Use (Youth),23.9,57,29,6,0,Low,Low,Active,Professional Help,2,Media Influence,Yes
South Dakota,Female,Cigarette Use (Youth),0.2,59,5,29,2,Medium,Low,Sedentary,None,8,Family Influence,No
North Carolina,Male,Cigarette Use (Youth),0.3,35,10,34,6,High,Medium,Moderate,Family & Friends,9,Curiosity,No
North Carolina,Overall,Cigarette Use (Youth),0.4,47,10,3,0,Low,High,Active,None,5,Curiosity,No
South Dakota,Overall,Smokeless Tobacco Use (Youth),2.6,42,9,6,4,High,Low,Active,Family & Friends,5,Curiosity,No
National (States and DC),Overall,Cessation (Youth),64.2,36,21,38,5,High,Low,Active,None,5,Curiosity,No
Ohio,Male,Smokeless Tobacco Use (Youth),1.7,25,13,13,2,Medium,Low,Sedentary,Professional Help,5,Stress Relief,No
North Carolina,Male,Cigarette Use (Youth),2.3,45,10,36,5,High,High,Active,None,5,Peer Pressure,No
Mississippi,Male,Smokeless Tobacco Use (Youth),10.2,25,38,15,3,Low,Low,Moderate,None,3,Curiosity,No
Georgia,Male,Smokeless Tobacco Use (Youth),22.9,48,11,6,5,Medium,Low,Sedentary,Family & Friends,1,Curiosity,Yes
Georgia,Female,Cigarette Use (Youth),23.6,20,4,33,5,Medium,Medium,Moderate,None,0,Media Influence,No
North Carolina,Female,Cigarette Use (Youth),9.0,20,31,12,3,Medium,Medium,Moderate,None,7,Family Influence,No
Ohio,Male,Cigarette Use (Youth),1.3,39,34,13,0,High,Medium,Active,None,4,Media Influence,No
Ohio,Female,Cigarette Use (Youth),6.4,34,35,33,2,Low,High,Sedentary,None,2,Peer Pressure,No
Ohio,Male,Cigarette Use (Youth),10.5,53,39,28,9,Low,Medium,Sedentary,Professional Help,8,Stress Relief,No
Ohio,Male,Cigarette Use (Youth),0.2,34,39,36,6,Low,Low,Moderate,None,2,Family Influence,No
Mississippi,Female,Cigarette Use (Youth),33.6,31,33,5,1,Medium,Low,Sedentary,None,4,Media Influence,No
South Dakota,Male,Cigarette Use (Youth),1.8,26,8,25,3,Medium,High,Sedentary,Family & Friends,1,Media Influence,Yes
Mississippi,Male,Smokeless Tobacco Use (Youth),1.3,47,32,17,5,Low,High,Sedentary,None,5,Stress Relief,No
Georgia,Male,Smokeless Tobacco Use (Youth),8.6,38,33,37,4,High,Low,Sedentary,Professional Help,8,Stress Relief,No
Ohio,Female,Cigarette Use (Youth),1.9,29,8,19,5,Medium,High,Active,Family & Friends,0,Family Influence,Yes
Ohio,Female,Smokeless Tobacco Use (Youth),5.0,54,14,35,4,Low,Low,Moderate,Family & Friends,2,Curiosity,Yes
Mississippi,Overall,Smokeless Tobacco Use (Youth),6.6,49,34,34,8,High,Medium,Moderate,None,9,Stress Relief,No
Mississippi,Overall,Smokeless Tobacco Use (Youth),2.8,28,8,6,1,Medium,Low,Sedentary,Family & Friends,0,Media Influence,Yes
Georgia,Male,Cessation (Youth),65.5,37,7,19,3,Medium,High,Sedentary,Family & Friends,4,Media Influence,Yes
Mississippi,Overall,Cigarette Use (Youth),32.9,52,13,1,0,Medium,Medium,Moderate,None,4,Curiosity,No
Ohio,Female,Cigarette Use (Youth),0.0,28,21,7,6,Low,Low,Moderate,Professional Help,3,Curiosity,Yes
North Carolina,Female,Smokeless Tobacco Use (Youth),2.0,25,32,34,0,Medium,High,Active,Professional Help,4,Stress Relief,Yes
Georgia,Female,Smokeless Tobacco Use (Youth),1.7,21,11,19,5,Medium,High,Sedentary,None,7,Curiosity,No
South Dakota,Male,Cigarette Use (Youth),0.2,44,14,33,9,High,Medium,Moderate,Family & Friends,7,Media Influence,No
Ohio,Male,Smokeless Tobacco Use (Youth),3.7,57,11,26,9,Low,Low,Active,None,5,Stress Relief,No
Mississippi,Female,Cigarette Use (Youth),0.2,55,2,27,8,High,Low,Active,None,3,Family Influence,No
Virgin Islands,Male,Smokeless Tobacco Use (Youth),1.8,47,34,38,1,Medium,High,Sedentary,Family & Friends,3,Peer Pressure,Yes
Mississippi,Female,Smokeless Tobacco Use (Youth),5.2,44,17,26,0,Low,Medium,Active,Family & Friends,4,Stress Relief,Yes
Georgia,Overall,Cessation (Youth),63.6,38,14,35,9,Low,Low,Active,None,4,Family Influence,No
Mississippi,Overall,Cigarette Use (Youth),12.7,37,25,20,2,Medium,Medium,Active,Family & Friends,1,Media Influence,Yes
North Carolina,Overall,Smokeless Tobacco Use (Youth),2.3,21,27,24,5,Low,High,Active,Family & Friends,5,Stress Relief,No
Ohio,Male,Smokeless Tobacco Use (Youth),0.1,28,8,21,6,Low,Low,Active,Professional Help,6,Stress Relief,No
Georgia,Overall,Cigarette Use (Youth),8.2,30,17,26,7,High,High,Sedentary,Professional Help,2,Stress Relief,Yes
National (States and DC),Overall,Cessation (Youth),58.4,26,5,20,3,Low,Low,Sedentary,None,9,Curiosity,No
South Dakota,Overall,Smokeless Tobacco Use (Youth),6.0,21,12,6,7,Low,High,Sedentary,None,3,Curiosity,No
North Carolina,Female,Smokeless Tobacco Use (Youth),0.2,29,38,3,6,High,Low,Sedentary,None,8,Media Influence,No
North Carolina,Female,Smokeless Tobacco Use (Youth),7.6,26,18,10,7,Medium,Medium,Moderate,Professional Help,3,Family Influence,Yes
Ohio,Female,Cigarette Use (Youth),22.8,30,26,12,4,High,Low,Sedentary,Family & Friends,9,Stress Relief,No
Ohio,Male,Cigarette Use (Youth),3.7,43,31,33,9,Medium,Low,Sedentary,None,6,Peer Pressure,No
Mississippi,Male,Smokeless Tobacco Use (Youth),4.6,55,37,22,6,Medium,High,Sedentary,Professional Help,1,Peer Pressure,Yes
National (States and DC),Overall,Cessation (Youth),58.8,59,6,16,3,Medium,Low,Active,None,4,Peer Pressure,No
National (States and DC),Overall,Cessation (Youth),57.8,30,15,17,0,High,Low,Active,Professional Help,5,Curiosity,No
National (States and DC),Overall,Cessation (Youth),63.2,56,26,10,2,Medium,Low,Active,Professional Help,1,Media Influence,Yes
National (States and DC),Overall,Cessation (Youth),53.7,45,12,12,9,High,High,Sedentary,Family & Friends,0,Stress Relief,Yes
Virgin Islands,Male,Cigarette Use (Youth),0.0,36,14,19,8,High,Low,Moderate,Professional Help,8,Media Influence,No
Virgin Islands,Female,Cigarette Use (Youth),14.4,41,1,23,3,Medium,Medium,Moderate,Family & Friends,6,Curiosity,No
National (States and DC),Overall,Cessation (Youth),70.1,36,17,10,4,Medium,Medium,Sedentary,None,7,Stress Relief,No
Guam,Overall,Cessation (Youth),77.1,30,33,10,2,High,High,Moderate,Family & Friends,4,Stress Relief,Yes
Virgin Islands,Overall,Cigarette Use (Youth),1.2,30,29,10,5,High,Low,Moderate,None,4,Media Influence,No
Guam,Male,Smokeless Tobacco Use (Youth),10.1,45,31,39,3,Medium,High,Sedentary,None,0,Peer Pressure,No
Guam,Overall,Cigarette Use (Youth),34.6,19,8,30,4,Medium,Low,Active,Family & Friends,2,Peer Pressure,Yes
National (States and DC),Overall,Cessation (Youth),62.8,27,30,4,6,Medium,High,Moderate,None,6,Family Influence,No
Guam,Female,Cigarette Use (Youth),13.0,39,13,1,6,High,Low,Active,None,9,Family Influence,No
Guam,Female,Cessation (Youth),75.6,30,16,19,8,High,Low,Sedentary,None,8,Media Influence,No
Puerto Rico,Female,Cigarette Use (Youth),13.5,26,2,5,1,High,High,Active,None,7,Stress Relief,No
Virgin Islands,Overall,Smokeless Tobacco Use (Youth),0.8,50,18,30,3,Medium,High,Moderate,Professional Help,4,Curiosity,Yes
Virgin Islands,Male,Smokeless Tobacco Use (Youth),9.2,31,35,26,7,Low,High,Active,Professional Help,2,Curiosity,Yes
Guam,Female,Cessation (Youth),79.5,37,19,34,3,Low,Low,Active,Family & Friends,8,Family Influence,No
Virgin Islands,Female,Smokeless Tobacco Use (Youth),0.2,32,13,2,2,Low,High,Active,Professional Help,3,Family Influence,Yes
Guam,Male,Cessation (Youth),78.2,49,4,24,9,Low,Low,Sedentary,Professional Help,8,Curiosity,No
Virgin Islands,Male,Smokeless Tobacco Use (Youth),0.5,50,19,14,5,Low,Medium,Sedentary,Professional Help,2,Peer Pressure,Yes
Virgin Islands,Female,Smokeless Tobacco Use (Youth),0.2,34,25,13,2,High,Medium,Sedentary,Professional Help,6,Media Influence,No
Guam,Male,Cessation (Youth),68.5,41,38,29,1,Medium,Low,Sedentary,Professional Help,0,Family Influence,Yes
Virgin Islands,Female,Cigarette Use (Youth),2.7,47,31,1,8,Medium,Low,Active,Professional Help,9,Family Influence,No
National (States and DC),Overall,Cessation (Youth),64.9,30,36,34,2,Medium,High,Moderate,Family & Friends,4,Curiosity,Yes
National (States and DC),Overall,Cessation (Youth),64.7,33,4,4,0,Medium,Low,Active,Family & Friends,8,Peer Pressure,No
Puerto Rico,Female,Cigarette Use (Youth),24.7,19,39,28,8,Medium,Low,Active,Family & Friends,8,Curiosity,No
Virgin Islands,Overall,Cigarette Use (Youth),0.1,34,7,19,4,Low,Medium,Active,Professional Help,5,Family Influence,No
Virgin Islands,Male,Smokeless Tobacco Use (Youth),1.5,49,16,1,6,Medium,High,Moderate,Professional Help,5,Curiosity,No
Virgin Islands,Overall,Cigarette Use (Youth),4.0,25,5,36,1,Medium,High,Moderate,Professional Help,2,Media Influence,Yes
Guam,Female,Cigarette Use (Youth),2.4,20,23,13,0,Low,Low,Moderate,None,8,Family Influence,No
Guam,Overall,Smokeless Tobacco Use (Youth),9.6,29,36,5,5,Medium,High,Active,Professional Help,0,Family Influence,Yes
National (States and DC),Overall,Cessation (Youth),64.6,37,32,33,4,Low,Medium,Sedentary,Family & Friends,6,Family Influence,No
Virgin Islands,Female,Cigarette Use (Youth),2.8,33,24,14,9,Low,Medium,Sedentary,None,2,Family Influence,No
National (States and DC),Overall,Cessation (Youth),56.5,31,25,16,5,High,Medium,Active,None,1,Family Influence,No
Guam,Overall,Smokeless Tobacco Use (Youth),2.2,33,28,32,1,Medium,Low,Sedentary,Professional Help,4,Stress Relief,Yes
Virgin Islands,Overall,Smokeless Tobacco Use (Youth),7.3,50,19,27,6,Medium,Low,Sedentary,Professional Help,4,Stress Relief,Yes
Guam,Female,Cigarette Use (Youth),26.2,47,7,35,0,Medium,Medium,Active,Family & Friends,1,Curiosity,Yes
National (States and DC),Overall,Cessation (Youth),60.6,29,17,3,7,Low,Medium,Active,Family & Friends,7,Stress Relief,No
Virgin Islands,Overall,Cigarette Use (Youth),2.7,32,2,4,6,High,High,Sedentary,Professional Help,1,Family Influence,Yes
Guam,Male,Smokeless Tobacco Use (Youth),3.6,35,16,7,6,Medium,High,Active,Family & Friends,7,Family Influence,No
Guam,Male,Smokeless Tobacco Use (Youth),0.8,45,39,13,5,Low,High,Sedentary,Family & Friends,5,Family Influence,No
National (States and DC),Overall,Cessation (Youth),53.3,40,18,3,9,Low,High,Moderate,Professional Help,9,Stress Relief,No
Guam,Male,Cigarette Use (Youth),3.5,31,39,17,4,Low,Medium,Moderate,Family & Friends,3,Stress Relief,Yes
Guam,Female,Smokeless Tobacco Use (Youth),8.9,47,1,10,8,Low,High,Active,None,2,Peer Pressure,No
Virgin Islands,Overall,Smokeless Tobacco Use (Youth),0.2,50,3,1,2,High,Medium,Sedentary,None,8,Family Influence,No
Virgin Islands,Overall,Cigarette Use (Youth),3.1,32,21,28,8,High,Medium,Moderate,Family & Friends,5,Peer Pressure,No
Guam,Female,Smokeless Tobacco Use (Youth),3.4,24,30,10,4,Low,Low,Active,None,4,Peer Pressure,No
Virgin Islands,Overall,Cigarette Use (Youth),33.9,32,11,7,7,Medium,High,Moderate,Family & Friends,9,Peer Pressure,No
Puerto Rico,Male,Cigarette Use (Youth),17.7,59,22,39,2,High,Medium,Moderate,None,2,Family Influence,No
Virgin Islands,Female,Cigarette Use (Youth),0.4,55,25,3,6,Medium,Low,Active,Family & Friends,2,Stress Relief,Yes
Virgin Islands,Male,Cigarette Use (Youth),0.1,28,3,7,9,Medium,Low,Moderate,Professional Help,5,Family Influence,No
Guam,Male,Smokeless Tobacco Use (Youth),10.2,46,30,9,3,High,Medium,Active,Family & Friends,9,Stress Relief,No
Guam,Male,Cigarette Use (Youth),17.4,48,24,35,4,Medium,Medium,Active,Professional Help,3,Family Influence,Yes
Guam,Male,Cigarette Use (Youth),71.3,42,36,26,3,High,High,Moderate,Family & Friends,3,Media Influence,Yes
Guam,Female,Cigarette Use (Youth),67.3,41,23,5,8,High,High,Moderate,Family & Friends,7,Media Influence,No
National (States and DC),Overall,Cessation (Youth),50.7,36,8,13,6,Medium,Medium,Sedentary,Professional Help,1,Family Influence,Yes
Virgin Islands,Male,Cigarette Use (Youth),34.9,19,4,30,5,Medium,Medium,Moderate,None,5,Family Influence,No
Virgin Islands,Female,Cigarette Use (Youth),0.2,39,39,39,5,Low,Low,Sedentary,Professional Help,8,Family Influence,No
National (States and DC),Overall,Cessation (Youth),56.7,37,31,10,9,High,Low,Active,None,2,Media Influence,No
Guam,Male,Smokeless Tobacco Use (Youth),21.3,50,29,23,6,Medium,Low,Moderate,Family & Friends,4,Family Influence,Yes
Virgin Islands,Male,Smokeless Tobacco Use (Youth),1.5,25,36,11,4,High,Low,Moderate,None,6,Curiosity,No
National (States and DC),Overall,Cessation (Youth),66.3,42,13,12,9,Low,Low,Active,Family & Friends,0,Curiosity,Yes
Virgin Islands,Female,Cigarette Use (Youth),3.2,26,9,13,2,Low,High,Moderate,Professional Help,7,Curiosity,No
Virgin Islands,Overall,Smokeless Tobacco Use (Youth),8.0,51,21,16,2,Low,Low,Sedentary,None,5,Family Influence,No
National (States and DC),Overall,Cessation (Youth),57.7,40,3,9,6,Low,Medium,Moderate,Family & Friends,3,Peer Pressure,Yes
Virgin Islands,Overall,Cigarette Use (Youth),0.3,22,25,10,9,Low,High,Sedentary,None,5,Peer Pressure,No
National (States and DC),Overall,Cessation (Youth),65.0,42,25,29,0,Low,Low,Moderate,Professional Help,1,Stress Relief,Yes
Virgin Islands,Male,Cigarette Use (Youth),4.7,25,12,9,3,Low,Low,Moderate,Family & Friends,3,Curiosity,Yes
Guam,Female,Cigarette Use (Youth),12.3,33,29,33,9,Low,Low,Active,Professional Help,7,Media Influence,No
Virgin Islands,Female,Cigarette Use (Youth),17.3,32,11,24,7,High,Medium,Sedentary,Family & Friends,3,Curiosity,Yes
Puerto Rico,Overall,Cigarette Use (Youth),30.5,18,11,35,3,Medium,Low,Active,None,4,Curiosity,No
Virgin Islands,Overall,Smokeless Tobacco Use (Youth),0.9,39,26,11,0,High,Medium,Active,None,1,Stress Relief,No
Guam,Male,Cigarette Use (Youth),36.9,20,14,39,4,High,Medium,Active,None,2,Curiosity,No
Virgin Islands,Female,Smokeless Tobacco Use (Youth),6.3,55,16,13,0,Medium,Low,Sedentary,None,2,Peer Pressure,No
Virgin Islands,Female,Smokeless Tobacco Use (Youth),7.2,31,10,23,8,Medium,Low,Active,Professional Help,1,Media Influence,Yes
Virgin Islands,Male,Smokeless Tobacco Use (Youth),10.2,53,31,25,7,Low,High,Sedentary,Family & Friends,7,Peer Pressure,No
Virgin Islands,Male,Cigarette Use (Youth),3.1,35,31,16,6,Medium,High,Sedentary,None,2,Curiosity,No
National (States and DC),Overall,Cessation (Youth),61.4,58,36,21,4,High,High,Moderate,None,0,Family Influence,No
Virgin Islands,Female,Smokeless Tobacco Use (Youth),0.5,35,10,10,3,Low,Medium,Sedentary,None,1,Media Influence,No
Guam,Male,Cessation (Youth),61.7,20,26,19,6,High,Low,Sedentary,None,7,Media Influence,No
Guam,Overall,Smokeless Tobacco Use (Youth),0.7,27,20,35,2,Medium,High,Moderate,Family & Friends,0,Stress Relief,Yes
Guam,Overall,Cigarette Use (Youth),69.3,56,9,28,7,High,Medium,Active,None,0,Stress Relief,No
Virgin Islands,Male,Smokeless Tobacco Use (Youth),0.6,18,15,2,4,High,High,Moderate,Family & Friends,0,Media Influence,Yes
Virgin Islands,Female,Smokeless Tobacco Use (Youth),0.0,44,9,30,4,Low,High,Moderate,Professional Help,9,Media Influence,No
Guam,Female,Cessation (Youth),78.9,44,7,5,0,Low,Low,Moderate,None,7,Peer Pressure,No
Guam,Overall,Smokeless Tobacco Use (Youth),3.5,28,26,38,9,High,Low,Sedentary,None,5,Curiosity,No
National (States and DC),Overall,Cessation (Youth),64.1,22,24,15,7,Medium,Medium,Moderate,Professional Help,6,Media Influence,No
National (States and DC),Overall,Cessation (Youth),55.1,24,12,36,6,Low,Low,Sedentary,Professional Help,3,Family Influence,Yes
National (States and DC),Overall,Cessation (Youth),57.6,36,20,3,0,High,High,Sedentary,None,7,Curiosity,No
Puerto Rico,Overall,Cigarette Use (Youth),15.6,46,14,24,3,Low,Medium,Sedentary,None,1,Media Influence,No
Guam,Overall,Smokeless Tobacco Use (Youth),6.8,32,22,12,3,Low,Medium,Sedentary,Professional Help,8,Stress Relief,No
Guam,Overall,Cessation (Youth),74.1,52,16,8,8,Medium,Medium,Active,Family & Friends,3,Stress Relief,Yes
Virgin Islands,Male,Cigarette Use (Youth),2.7,54,29,14,9,High,Medium,Sedentary,Family & Friends,0,Stress Relief,Yes
Guam,Male,Cessation (Youth),69.9,29,32,18,1,High,Low,Sedentary,Professional Help,1,Family Influence,Yes
Virgin Islands,Male,Smokeless Tobacco Use (Youth),9.4,47,19,20,3,High,High,Moderate,None,7,Peer Pressure,No
Guam,Overall,Cessation (Youth),70.4,37,35,23,9,High,Low,Moderate,None,8,Curiosity,No
Virgin Islands,Female,Smokeless Tobacco Use (Youth),5.4,54,32,5,2,High,Low,Sedentary,None,4,Peer Pressure,No
Virgin Islands,Female,Smokeless Tobacco Use (Youth),0.0,20,20,1,9,Low,Medium,Active,Professional Help,3,Peer Pressure,Yes
Virgin Islands,Male,Smokeless Tobacco Use (Youth),9.0,26,20,2,4,Low,Low,Active,Professional Help,9,Peer Pressure,No
Virgin Islands,Overall,Smokeless Tobacco Use (Youth),0.3,58,8,16,6,Low,Low,Moderate,Family & Friends,6,Stress Relief,No
Virgin Islands,Overall,Cigarette Use (Youth),15.5,56,35,5,4,Low,High,Active,Professional Help,1,Curiosity,Yes
Virgin Islands,Overall,Smokeless Tobacco Use (Youth),0.3,43,13,22,4,Medium,Medium,Moderate,None,6,Stress Relief,No
Puerto Rico,Male,Cigarette Use (Youth),37.0,19,6,1,3,Medium,Low,Active,Professional Help,8,Peer Pressure,No
Virgin Islands,Male,Cigarette Use (Youth),0.1,40,16,12,8,High,Medium,Active,Professional Help,1,Media Influence,Yes
National (States and DC),Overall,Cessation (Youth),62.1,40,5,19,5,Medium,High,Active,None,7,Family Influence,No
Guam,Male,Smokeless Tobacco Use (Youth),3.4,38,34,22,9,Low,Low,Moderate,None,5,Family Influence,No
Guam,Overall,Cessation (Youth),73.4,33,6,17,5,Low,High,Moderate,Professional Help,5,Peer Pressure,No
Virgin Islands,Female,Smokeless Tobacco Use (Youth),1.1,26,33,13,5,Low,High,Sedentary,Professional Help,3,Stress Relief,Yes
Virgin Islands,Overall,Cigarette Use (Youth),30.7,30,15,39,5,Low,Medium,Sedentary,None,8,Curiosity,No
Virgin Islands,Female,Cigarette Use (Youth),32.6,45,15,28,0,Low,Medium,Active,None,7,Stress Relief,No
Virgin Islands,Overall,Smokeless Tobacco Use (Youth),1.4,44,14,3,5,High,Medium,Active,Professional Help,6,Curiosity,No
Virgin Islands,Male,Cigarette Use (Youth),31.4,34,39,5,3,High,Low,Active,Professional Help,4,Media Influence,Yes
Guam,Overall,Cigarette Use (Youth),12.9,55,5,36,1,Low,Medium,Moderate,Family & Friends,4,Curiosity,Yes
